Protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Fasta.headers	Number.of.proteins	Peptides	Razor...unique.peptides	Unique.peptides	Peptides.t1.1	Peptides.t1.2	Peptides.t1.3	Peptides.t1.4	Peptides.t2.1	Peptides.t2.2	Peptides.t2.3	Peptides.t2.4	Razor...unique.peptides.t1.1	Razor...unique.peptides.t1.2	Razor...unique.peptides.t1.3	Razor...unique.peptides.t1.4	Razor...unique.peptides.t2.1	Razor...unique.peptides.t2.2	Razor...unique.peptides.t2.3	Razor...unique.peptides.t2.4	Unique.peptides.t1.1	Unique.peptides.t1.2	Unique.peptides.t1.3	Unique.peptides.t1.4	Unique.peptides.t2.1	Unique.peptides.t2.2	Unique.peptides.t2.3	Unique.peptides.t2.4	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Sequence.length	Sequence.lengths	Q.value	Score	Identification.type.t1.1	Identification.type.t1.2	Identification.type.t1.3	Identification.type.t1.4	Identification.type.t2.1	Identification.type.t2.2	Identification.type.t2.3	Identification.type.t2.4	Sequence.coverage.t1.1....	Sequence.coverage.t1.2....	Sequence.coverage.t1.3....	Sequence.coverage.t1.4....	Sequence.coverage.t2.1....	Sequence.coverage.t2.2....	Sequence.coverage.t2.3....	Sequence.coverage.t2.4....	Intensity	Intensity.t1.1	Intensity.t1.2	Intensity.t1.3	Intensity.t1.4	Intensity.t2.1	Intensity.t2.2	Intensity.t2.3	Intensity.t2.4	LFQ.intensity.t1.1	LFQ.intensity.t1.2	LFQ.intensity.t1.3	LFQ.intensity.t1.4	LFQ.intensity.t2.1	LFQ.intensity.t2.2	LFQ.intensity.t2.3	LFQ.intensity.t2.4	MS.MS.Count.t1.1	MS.MS.Count.t1.2	MS.MS.Count.t1.3	MS.MS.Count.t1.4	MS.MS.Count.t2.1	MS.MS.Count.t2.2	MS.MS.Count.t2.3	MS.MS.Count.t2.4	MS.MS.Count	Only.identified.by.site	Reverse	Potential.contaminant	id	Peptide.IDs	Peptide.is.razor	Mod..peptide.IDs	Evidence.IDs	MS.MS.IDs	Best.MS.MS	Carbamidomethyl..C..site.IDs	Oxidation..M..site.IDs	Carbamidomethyl..C..site.positions	Oxidation..M..site.positions
sp|P48036|ANXA5_MOUSE;xx|ANXA5_HUMAN|	3	3	3		1	3	3	3	3	3	3	3	1	1	1	1	3	3	3	3	1	1	1	1	3	3	3	3	1	1	1	1	7.8	7.8	7.8	77.286	706	706	0	8.8277	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	7.8	7.8	7.8	7.8	2.3	2.3	2.3	2.3	47991000	8245600	11699000	8169000	16131000	1135200	1334400	732110	544350	10129000	11989000	8067300	14059000	0	0	0	0	2	1	3	1	0	0	0	0	7			NA	2955	9098;11018;15305	True;True;True	9301;11260;15701	59862;59863;59864;59865;71841;71842;71843;71844;71845;71846;71847;71848;99541;99542;99543;99544	83217;83218;83219;83220;98987;98988;98989;98990;98991;98992;134888	83219;98989;134888				
sp|Q8K211|COPT1_MOUSE	8	8	8		1	8	8	8	7	7	8	8	7	7	8	7	7	7	8	8	7	7	8	7	7	7	8	8	7	7	8	7	40.7	40.7	40.7	20.767	182	182	0	113.67	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36.3	40.1	40.7	40.7	40.1	40.1	40.7	40.1	885870000	46025000	54080000	51075000	80087000	182570000	204530000	1.55E+08	112490000	36768000	53214000	38929000	75502000	196010000	218490000	159820000	106480000	13	9	11	14	21	20	21	16	125			NA	2956	962;4431;7320;8025;11905;11906;12412;16309	True;True;True;True;True;True;True;True	983;4529;7482;8205;12193;12194;12739;16724	6227;6228;6229;6230;6231;6232;6233;6234;28720;28721;28722;28723;28724;28725;28726;28727;28728;28729;28730;28731;47658;47659;47660;47661;47662;47663;47664;47665;52472;52473;52474;52475;52476;52477;52478;52479;77467;77468;77469;77470;77471;77472;77473;77474;77475;77476;77477;77478;77479;77480;77481;77482;77483;77484;77485;77486;77487;77488;81012;81013;81014;81015;81016;81017;81018;81019;106186;106187;106188;106189;106190;106191;106192	8664;8665;8666;8667;8668;8669;8670;8671;8672;8673;8674;8675;8676;8677;8678;8679;8680;8681;8682;8683;8684;8685;8686;8687;8688;8689;40120;40121;40122;40123;40124;40125;40126;40127;40128;40129;40130;40131;40132;66505;66506;66507;66508;66509;66510;66511;66512;66513;66514;66515;66516;66517;66518;66519;66520;66521;66522;66523;66524;73601;73602;73603;73604;73605;73606;73607;73608;73609;73610;73611;73612;73613;73614;73615;73616;73617;73618;73619;73620;73621;73622;73623;73624;106448;106449;106450;106451;106452;106453;106454;106455;106456;106457;106458;106459;106460;106461;106462;106463;106464;106465;106466;106467;106468;106469;106470;111264;111265;111266;111267;111268;111269;111270;111271;111272;111273;111274;111275;111276;111277;111278;111279;111280;111281;144692	8674;40131;66514;73620;106455;106470;111272;144692		526		53
sp|P47963|RL13_MOUSE	1	1	1		1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	3.1	3.1	3.1	29.462	256	256	1	-2					By MS/MS	By MS/MS			0	0	0	0	3.1	3.1	0	0	5317500	0	0	0	0	2887600	2429800	0	0	0	0	0	0	0	2429800	0	0	0	0	0	0	0	1	0	0	1	+		NA	2957	3175	TRUE	3239	20716;20717	29747;29748	29748		527		187
sp|P47955|RLA1_MOUSE	1	1	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	2.4	2.4	2.4	64.645	573	573	1	-2	By matching	By matching		By matching	By matching	By matching	By matching	By MS/MS	2.4	2.4	0	2.4	2.4	2.4	2.4	2.4	193600000	1645100	1440900	0	2343900	42356000	37020000	64301000	44496000	0	0	0	0	0	0	0	22248000	0	0	0	0	0	0	0	1	1	+		NA	2958	11580	TRUE	11831	75306;75307;75308;75309;75310;75311;75312;75313	103529	103529		528		79
sp|Q8BHB4|WDR3_MOUSE	4	4	4		1	4	4	4	0	0	0	0	3	4	2	3	0	0	0	0	3	4	2	3	0	0	0	0	3	4	2	3	10.4	10.4	10.4	56.443	498	498	0	14.072					By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	7.8	10.4	5.8	7.8	46295000	0	0	0	0	8948100	19247000	6595400	11505000	0	0	0	0	6570800	17395000	7840600	14488000	0	0	0	0	2	4	1	3	10			NA	2959	642;4510;14740;15503	True;True;True;True	657;4612;15130;15901	4142;4143;4144;4145;29250;29251;29252;96032;96033;96034;100898;100899	5580;5581;40831;40832;130496;130497;130498;130499;136628;136629	5581;40831;130498;136628				
sp|Q922J9|FACR1_MOUSE	1	1	1		1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	4.5	4.5	4.5	57.872	531	531	0	9.0132	By matching	By matching	By matching		By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.5	4.5	4.5	0	4.5	4.5	4.5	4.5	19476000	561410	1090000	589640	0	4579000	6204900	4023700	2427700	0	0	0	0	0	0	0	2427700	0	0	0	0	2	2	2	2	8			NA	2960	12464	TRUE	12793	81336;81337;81338;81339;81340;81341;81342	111772;111773;111774;111775;111776;111777;111778;111779	111775				
sp|Q8BH74|NU107_MOUSE	21	21	18		1	21	21	18	17	17	17	17	19	21	18	18	17	17	17	17	19	21	18	18	14	15	14	14	16	18	16	15	46.6	46.6	42.3	74.466	676	676	0	183.98	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.6	38.2	34.6	34.6	41.3	46.6	39.2	40.2	976320000	48831000	48637000	75274000	114750000	194460000	207960000	158390000	128020000	45914000	52754000	84178000	100560000	222370000	179700000	154790000	116200000	16	17	28	25	50	47	35	39	257			NA	2961	1297;1305;2283;2746;4730;4734;4750;6041;7207;8348;10994;11338;13156;14778;15495;16978;18384;18388;18839;19124;19382	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1326;1335;2323;2800;4836;4840;4857;6176;7367;8540;11236;11585;13515;15169;15893;17408;18860;18864;19323;19615;19879	8386;8387;8388;8389;8390;8391;8445;8446;8447;8448;8449;8450;8451;8452;14826;14827;14828;14829;14830;14831;14832;14833;17952;17953;17954;17955;17956;17957;17958;17959;17960;17961;17962;17963;30644;30645;30646;30647;30648;30649;30650;30651;30652;30653;30654;30655;30656;30657;30658;30659;30670;30671;30672;30673;30674;30675;30676;30677;30769;30770;30771;30772;39010;39011;39012;39013;39014;39015;39016;39017;39018;39019;39020;39021;39022;39023;39024;39025;46828;46829;46830;46831;46832;46833;46834;46835;46836;46837;46838;46839;46840;46841;46842;46843;54749;54750;54751;71663;71664;71665;71666;71667;71668;73852;73853;73854;73855;73856;73857;73858;73859;85898;85899;85900;85901;85902;85903;85904;85905;96236;96237;96238;96239;96240;96241;100849;100850;100851;100852;100853;100854;100855;100856;100857;100858;110537;110538;110539;110540;110541;110542;110543;110544;110545;110546;110547;110548;110549;110550;120108;120109;120110;120111;120112;120141;120142;120143;120144;120145;123069;123070;123071;123072;123073;123074;123075;123076;124779;124780;124781;124782;124783;124784;124785;124786;126396;126397;126398;126399;126400;126401	11890;11891;11892;11893;11894;11895;11896;11897;11898;11899;11900;11901;11902;11903;11904;11905;11906;11907;11908;11909;11910;11911;11989;11990;11991;11992;11993;11994;11995;11996;11997;11998;11999;12000;12001;12002;12003;12004;12005;12006;12007;12008;12009;12010;12011;12012;12013;20992;20993;20994;20995;20996;20997;20998;20999;21000;21001;25649;25650;25651;25652;25653;25654;25655;25656;25657;25658;25659;25660;42598;42599;42600;42601;42602;42603;42604;42605;42606;42607;42608;42609;42610;42611;42612;42613;42614;42615;42616;42617;42618;42619;42620;42621;42622;42623;42624;42625;42626;42627;42628;42629;42630;42631;42632;42633;42640;42641;42642;42643;42644;42645;42646;42779;42780;42781;42782;54298;54299;54300;54301;54302;54303;54304;54305;54306;54307;54308;54309;54310;54311;54312;65089;65090;65091;65092;65093;65094;65095;65096;65097;65098;65099;65100;65101;65102;65103;65104;65105;65106;65107;65108;65109;65110;65111;65112;65113;65114;65115;65116;65117;65118;65119;65120;65121;65122;65123;65124;65125;65126;65127;76759;76760;76761;98772;98773;98774;98775;98776;101577;101578;101579;101580;101581;101582;101583;101584;101585;101586;101587;117792;117793;117794;117795;117796;117797;117798;117799;130758;136567;136568;136569;136570;136571;136572;136573;136574;136575;136576;150438;150439;150440;150441;150442;150443;150444;150445;150446;150447;150448;150449;150450;163967;163968;163983;163984;163985;168165;168166;168167;168168;168169;168170;168171;168172;168173;168174;168175;168176;168177;170272;170273;170274;170275;170276;170277;170278;170279;170280;170281;170282;170283;172500;172501;172502;172503;172504;172505;172506;172507;172508;172509	11906;12000;20994;25650;42613;42641;42780;54308;65109;76759;98774;101581;117794;130758;136568;150441;163968;163983;168172;170279;172509				
sp|Q8R5C5|ACTY_MOUSE	3	3	3		1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	16.4	16.4	16.4	42.223	372	372	0	11.392	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.4	16.4	16.4	16.4	16.4	16.4	16.4	16.4	101960000	6636800	10134000	7829200	14773000	17346000	22034000	13954000	9256000	6415400	9930300	7217200	17122000	17742000	22860000	12358000	8318600	2	2	2	3	4	3	2	2	20			NA	2962	2879;7943;10301	True;True;True	2935;8117;10526	18747;18748;18749;18750;18751;18752;18753;18754;51911;51912;51913;51914;51915;51916;51917;51918;67470;67471;67472;67473;67474;67475;67476;67477	26802;26803;26804;72796;72797;72798;72799;72800;72801;72802;72803;72804;72805;93296;93297;93298;93299;93300;93301;93302	26803;72802;93297				
sp|Q3TZM9|ALG11_MOUSE	2	2	2		1	2	2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	0	0	0	0	2	2	2	2	13.6	13.6	13.6	22.214	191	191	0	6.9768					By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	13.6	13.6	13.6	13.6	48226000	0	0	0	0	5870300	19500000	7502000	15354000	0	0	0	0	7898500	13361000	8918000	18049000	0	0	0	0	2	2	1	4	9			NA	2963	4636;6901	True;True	4740;7053	30068;30069;30070;30071;44573;44574;44575;44576	41885;61712;61713;61714;61715;61716;61717;61718;61719	41885;61715				
sp|Q9JIF0|ANM1_MOUSE;sp|Q6PAK3|ANM8_MOUSE	6	5	5		1	6	5	5	4	5	5	6	4	6	4	5	3	4	4	5	4	5	3	5	3	4	4	5	4	5	3	5	29.6	29.6	29.6	26.946	243	243	0	24.214	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	23	28.8	23.9	29.6	23.9	29.6	24.3	29.6	435490000	29211000	72334000	48189000	137680000	40006000	46247000	37732000	24092000	58404000	64294000	91621000	112860000	29235000	31834000	28335000	18903000	7	11	7	13	6	6	5	5	60			NA	2964	2974;5000;5118;6211;15134;17470	True;True;True;False;True;True	3033;5116;5235;6354;15528;17915	19351;19352;19353;19354;19355;19356;19357;32398;32399;32400;32401;32402;32403;32404;32405;32406;32407;32408;32409;32410;32411;32412;32413;33123;33124;33125;33126;40103;40104;40105;40106;40107;40108;98566;98567;98568;98569;98570;98571;98572;98573;98574;98575;98576;98577;113873;113874;113875;113876;113877;113878	27847;44973;44974;44975;44976;44977;44978;44979;44980;44981;44982;44983;44984;44985;44986;44987;44988;44989;44990;44991;44992;44993;44994;44995;44996;44997;44998;44999;46037;55777;55778;55779;55780;55781;55782;55783;55784;55785;55786;55787;55788;55789;55790;55791;55792;133735;133736;133737;133738;133739;133740;133741;133742;133743;133744;133745;133746;133747;133748;133749;133750;133751;133752;133753;133754;155513;155514;155515;155516;155517;155518;155519;155520;155521;155522;155523	27847;44992;46037;55791;133744;155514				
sp|P38647|GRP75_MOUSE	8	8	8		1	8	8	8	6	6	8	7	4	4	3	5	6	6	8	7	4	4	3	5	6	6	8	7	4	4	3	5	7.1	7.1	7.1	204.1	1886	1886	0	19.097	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	4.7	5.6	7.1	5.5	4.1	4.1	2.7	5	108720000	9719900	18055000	25472000	32824000	5651000	7557400	3385000	6052200	9130600	18948000	22839000	31326000	6453600	7980500	6173300	5865400	4	6	5	5	0	0	0	0	20			NA	2965	574;780;1514;3846;3874;10469;14735;17561	True;True;True;True;True;True;True;True	588;799;1545;3924;3957;10695;15125;18010	3736;3737;3738;3739;3740;3741;3742;5066;5067;5068;5069;5070;5071;5072;5073;9803;9804;24955;24956;24957;25169;25170;25171;25172;25173;25174;68514;68515;68516;68517;68518;68519;68520;68521;96000;96001;96002;96003;114692;114693;114694;114695;114696	5147;5148;6860;6861;13695;35295;35597;35598;35599;94916;94917;94918;94919;94920;94921;94922;94923;130380;130381;130382;130383;156759;156760	5147;6861;13695;35295;35597;94923;130383;156759				
sp|P97363|SPTC2_MOUSE	3	3	3		1	3	3	3	0	0	0	0	1	3	3	3	0	0	0	0	1	3	3	3	0	0	0	0	1	3	3	3	12.3	12.3	12.3	49.45	440	440	0.00037893	4.974					By matching	By MS/MS	By matching	By MS/MS	0	0	0	0	4.8	12.3	12.3	12.3	89871000	0	0	0	0	6490300	33551000	21056000	28773000	0	0	0	0	0	32832000	20595000	29954000	0	0	0	0	0	3	0	2	5			NA	2966	4197;7205;8821	True;True;True	4287;7365;9022	27200;27201;27202;46814;46815;46816;46817;57957;57958;57959	38032;38033;65079;65080;80760	38032;65079;80760				
sp|Q8BJZ4|RT35_MOUSE	1	1	1		1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	8.8	8.8	8.8	18.795	170	170	0.0059172	2.9545	By MS/MS	By MS/MS	By matching	By matching					8.8	8.8	8.8	8.8	0	0	0	0	16107000	2703500	4605300	2364600	6433700	0	0	0	0	0	0	0	6433700	0	0	0	0	1	1	0	0	0	0	0	0	2			NA	2967	6478	TRUE	6625	41734;41735;41736;41737	57921;57922	57922				
sp|Q99KQ4|NAMPT_MOUSE	5	5	5		1	5	5	5	4	5	4	4	5	5	5	5	4	5	4	4	5	5	5	5	4	5	4	4	5	5	5	5	24.9	24.9	24.9	37.895	361	361	0	52.465	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	21.9	24.9	21.9	21.9	24.9	24.9	24.9	24.9	343350000	16264000	24741000	24377000	25603000	72439000	72559000	56096000	51272000	23039000	23643000	29316000	31628000	66037000	63204000	49564000	44957000	4	4	3	2	12	12	12	12	61			NA	2968	5275;6410;12055;13686;14214	True;True;True;True;True	5396;6557;12356;12357;14055;14594;14595	34091;34092;34093;34094;34095;41305;41306;41307;41308;41309;41310;41311;41312;78531;78532;78533;78534;78535;78536;78537;78538;78539;78540;78541;78542;89374;89375;89376;89377;89378;89379;89380;89381;92770;92771;92772;92773;92774;92775;92776;92777;92778;92779;92780;92781;92782;92783;92784;92785	47266;47267;47268;47269;47270;47271;47272;47273;47274;57377;57378;57379;57380;57381;57382;57383;107711;107712;107713;107714;107715;107716;107717;122267;122268;122269;122270;122271;122272;122273;122274;122275;122276;122277;122278;122279;122280;122281;122282;122283;122284;122285;122286;122287;122288;122289;122290;122291;122292;122293;122294;126240;126241;126242;126243;126244;126245;126246;126247;126248;126249;126250	47274;57379;107712;122280;126247		529;530		248;294
sp|P48722|HS74L_MOUSE	3	3	3		1	3	3	3	3	3	3	3	0	0	1	0	3	3	3	3	0	0	1	0	3	3	3	3	0	0	1	0	15.8	15.8	15.8	28.729	253	253	0	11.713	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By matching		15.8	15.8	15.8	15.8	0	0	8.7	0	71474000	21246000	15550000	10119000	23280000	0	0	1279000	0	14614000	20329000	11381000	23872000	0	0	0	0	2	2	1	2	0	0	0	0	7			NA	2969	6985;9428;16516	True;True;True	7140;9638;16938	45242;45243;45244;45245;45246;62089;62090;62091;62092;62093;107463;107464;107465;107466	62930;62931;86077;86078;86079;86080;146260	62931;86078;146260				
sp|Q99J39|DCMC_MOUSE	5	5	5		1	5	5	5	4	4	4	4	1	1	0	0	4	4	4	4	1	1	0	0	4	4	4	4	1	1	0	0	11.3	11.3	11.3	78.776	706	706	0	25.497	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching			9.5	9.5	9.5	9.8	4	4	0	0	102520000	22449000	28282000	18165000	30625000	1339300	1658500	0	0	21989000	24821000	16423000	36290000	0	0	0	0	5	4	4	3	0	0	0	0	16			NA	2970	6868;15987;17590;18463;18464	True;True;True;True;True	7020;16395;18040;18939;18940	44326;44327;44328;44329;103949;114951;114952;114953;120586;120587;120588;120589;120590;120591;120592;120593;120594;120595	61436;61437;61438;61439;61440;140869;157215;157216;157217;164489;164490;164491;164492;164493;164494;164495;164496	61436;140869;157217;164491;164494				
sp|P35585|AP1M1_MOUSE	12	12	12		1	12	12	12	11	9	11	10	3	5	5	5	11	9	11	10	3	5	5	5	11	9	11	10	3	5	5	5	24.6	24.6	24.6	80.646	735	735	0	51.457	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	22.4	17.6	22.6	20	6.4	10.6	9.5	9.5	247100000	46937000	65995000	40189000	68979000	4273500	5744600	8572200	6414400	45301000	66547000	37343000	69964000	5245200	8928000	8315500	5461200	8	8	8	8	0	0	0	0	32			NA	2971	159;4452;4453;8189;12717;15146;15272;16378;16877;18888;18943;19155	True;True;True;True;True;True;True;True;True;True;True;True	164;4550;4551;8377;13056;15540;15668;16795;17304;19374;19429;19646	1076;1077;1078;1079;1080;1081;1082;1083;28862;28863;28864;28865;28866;28867;28868;28869;28870;53604;53605;53606;53607;53608;53609;53610;83051;98626;98627;98628;98629;99365;99366;106675;106676;106677;106678;106679;106680;106681;106682;109825;109826;109827;123360;123361;123362;123667;123668;123669;123670;123671;123672;123673;124985;124986;124987;124988;124989;124990;124991	1497;1498;1499;1500;1501;1502;1503;1504;1505;1506;1507;1508;40283;40284;40285;40286;40287;75177;114081;133784;133785;133786;133787;134700;145347;149389;168548;168925;168926;168927;170542;170543;170544;170545;170546	1502;40283;40287;75177;114081;133784;134700;145347;149389;168548;168925;170542				
sp|Q8CDN9|LRRC9_MOUSE	10	10	10		1	10	10	10	6	5	6	6	8	9	8	7	6	5	6	6	8	9	8	7	6	5	6	6	8	9	8	7	22.8	22.8	22.8	82.367	729	729	0	36.544	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	15.6	11.2	13.9	14.8	19.3	21.1	19.3	15.4	164050000	12109000	11846000	10103000	21682000	29010000	39621000	18716000	20967000	12007000	17323000	11519000	26013000	28072000	30091000	21214000	17713000	1	3	2	3	5	7	3	5	29			NA	2972	1079;1251;3357;3358;4018;9626;10020;12341;14542;16531	True;True;True;True;True;True;True;True;True;True	1107;1280;3426;3427;4104;9841;10241;12668;14929;16953	7061;7062;8080;8081;21873;21874;21875;21876;21877;21878;21879;21880;21881;21882;21883;21884;21885;21886;26106;26107;26108;26109;26110;26111;26112;63242;63243;63244;63245;63246;63247;63248;65662;65663;65664;65665;65666;80580;80581;80582;80583;80584;80585;80586;94823;94824;94825;94826;94827;94828;107539;107540;107541;107542;107543;107544;107545;107546;107547	10145;10146;11400;11401;11402;31412;31413;31414;31415;36739;36740;87458;87459;87460;87461;90950;90951;90952;90953;110618;110619;110620;128732;128733;146351;146352;146353;146354;146355;146356	10146;11402;31413;31415;36740;87459;90951;110618;128732;146355				
sp|P50171|DHB8_MOUSE	2	2	2		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	8.5	8.5	8.5	35.147	316	316	0	26.728	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.5	8.5	8.5	8.5	8.5	8.5	8.5	8.5	171180000	4894700	6296400	7361100	11899000	32981000	56915000	25917000	24913000	4396900	5377700	7523300	12059000	33771000	56224000	26313000	25512000	0	1	2	2	3	5	3	5	21			NA	2973	3489;17213	True;True	3561;17654	22724;22725;22726;22727;22728;22729;22730;22731;112193;112194;112195;112196;112197;112198;112199;112200	32428;32429;32430;32431;32432;32433;32434;32435;32436;32437;32438;32439;32440;152953;152954;152955;152956;152957;152958;152959;152960	32434;152957				
sp|Q60928|GGT1_MOUSE	2	2	2		1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	11.9	11.9	11.9	40.789	371	371	0	5.5133	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	3.5	3.5	3.5	11.9	3.5	3.5	3.5	3.5	14118000	2144200	2428100	1571600	5565000	797930	590080	362690	658790	0	0	0	5565000	0	0	0	0	1	2	0	1	0	0	0	0	4			NA	2974	4706;11258	True;True	4812;11504	30486;30487;30488;30489;30490;30491;30492;30493;73315	42391;42392;42393;100854	42393;100854				
sp|Q6NVF9|CPSF6_MOUSE	1	1	1		1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	2.1	2.1	2.1	85.669	775	775	0.00037175	4.6509	By matching	By MS/MS	By matching	By MS/MS					2.1	2.1	2.1	2.1	0	0	0	0	6378500	1027300	2068100	829120	2454100	0	0	0	0	0	0	0	2454100	0	0	0	0	0	1	0	1	0	0	0	0	2			NA	2975	6218	TRUE	6361	40143;40144;40145;40146	55837;55838	55838				
sp|P99028|QCR6_MOUSE	2	2	2		1	2	2	2	2	2	1	2	0	0	0	0	2	2	1	2	0	0	0	0	2	2	1	2	0	0	0	0	8.9	8.9	8.9	56.475	494	494	0	5.3784	By MS/MS	By MS/MS	By matching	By MS/MS					8.9	8.9	5.3	8.9	0	0	0	0	13544000	3898200	3809600	1584800	4251800	0	0	0	0	0	0	0	4251800	0	0	0	0	1	1	0	1	0	0	0	0	3			NA	2976	9401;16805	True;True	9611;17231	61936;61937;61938;109344;109345;109346;109347	85907;85908;85909;148704	85908;148704				
sp|Q8WTY4|CPIN1_MOUSE	2	2	2		1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	12.2	12.2	12.2	41.987	376	376	0	5.6028	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	12.2	12.2	12.2	12.2	12.2	12.2	12.2	12.2	64683000	4712700	8416500	6173900	11418000	9046200	11377000	8176500	5362600	4360900	7023100	5236000	12391000	9534700	12631000	8685600	4820800	1	1	1	2	3	3	3	1	15			NA	2977	4786;18386	True;True	4893;18862	30968;30969;30970;30971;30972;30973;30974;30975;120121;120122;120123;120124;120125;120126;120127;120128	43024;43025;43026;43027;43028;43029;43030;43031;43032;43033;43034;163972;163973;163974;163975	43027;163975				
sp|Q99KC8|VMA5A_MOUSE	7	7	7		1	7	7	7	6	6	7	6	6	5	4	5	6	6	7	6	6	5	4	5	6	6	7	6	6	5	4	5	29.1	29.1	29.1	45.745	412	412	0	31.14	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	27.4	27.4	29.1	27.4	27.4	20.1	17.7	20.1	234780000	43501000	51584000	42133000	53406000	1.20E+07	14216000	7691000	10252000	51546000	49944000	40803000	57192000	8246000	9884100	3807000	6729200	13	13	11	12	1	1	0	1	52			NA	2978	3350;3499;4600;8330;8331;11575;18444	True;True;True;True;True;True;True	3419;3571;4703;8522;8523;11826;18920	21818;21819;21820;21821;21822;22777;22778;22779;22780;22781;22782;22783;22784;29833;29834;29835;29836;29837;29838;29839;29840;54644;54645;54646;54647;54648;54649;54650;54651;54652;75267;75268;75269;75270;75271;75272;75273;75274;75275;75276;120482;120483;120484;120485;120486;120487;120488	31356;31357;31358;32496;32497;32498;32499;32500;32501;32502;41603;41604;76632;76633;76634;76635;76636;76637;76638;76639;76640;76641;76642;76643;76644;76645;76646;76647;76648;76649;76650;76651;103487;103488;103489;103490;103491;103492;103493;103494;103495;103496;103497;164416;164417;164418;164419;164420;164421;164422;164423;164424	31357;32502;41604;76634;76651;103488;164419				
